bsdb,ref_idsys,id,L,spType,catalogue,filename,line
J000415.52-444851.6:c1,CCDM,00043-4449A,,F,CCDM,ccdm.dat,1738
J000415.52-444851.6:c1,WDS,00043-4449A,,F,WDS,wds.dat,687292
J000418.39+423511.1:c1,WDS,00043+4235A,,F,WDS,wds.dat,687275
J000418.39+423511.1:c1,CCDM,00043+4235A,,F,CCDM,ccdm.dat,1714
J000418.39+423511.1:c2,WDS,00043+4235B,,F,WDS,wds.dat,687278
J000425.06+630312.6:c1,WDS,00045+6303A,,O,WDS,wds.dat,1758
J000426.89+580407.2:c1,WDS,00044+5804A,,K,WDS,wds.dat,1742
J000428.06+890706.4:c1,WDS,00045+8907A,,G,WDS,wds.dat,1754
J000429.38-101925.5:c1,WDS,00045-1019A,,M,WDS,wds.dat,1787
J000429.38-101925.5:c2,WDS,00045-1019B,,M,WDS,wds.dat,1788
J000429.92-004450.5:c1,WDS,00045-0045A,,K,WDS,wds.dat,1782
J000429.92-004450.5:c2,WDS,00045-0045B,,M,WDS,wds.dat,1783
J000435.14+583238.1:c1,WDS,00046+5833A,,K,WDS,wds.dat,1793
J000436.42-404402.9:c1,WDS,00046-4044A,,M,WDS,wds.dat,1815
J000436.42-404402.9:c2,WDS,00046-4044B,,L,WDS,wds.dat,1816
J000436.60+420533.3:c1,CCDM,00046+4206A,,A,CCDM,ccdm.dat,1805
J000436.60+420533.3:c1,WDS,00046+4206A,,B,WDS,wds.dat,687327
J000440.07+354714.2:c1,CCDM,00047+3547A,,F,CCDM,ccdm.dat,1832
J000440.07+354714.2:c1,WDS,00047+3547A,,F,WDS,wds.dat,687343
J000440.10+341554.3:c1,CCDM,00046+3416A,,K,CCDM,ccdm.dat,1838
J000440.10+341554.3:c1,WDS,00047+3416AB,,G,WDS,wds.dat,687347
J000440.10+341554.3:c1A,CCDM,00046+3416A,,K,CCDM,ccdm.dat,1843
J000440.10+341554.3:c1A,WDS,00047+3416A,,G,WDS,wds.dat,687352
J000440.10+341554.3:p1A-1B,WDS,00047+3416AB,,G,WDS,wds.dat,687349
J000446.84+381025.8:c1,WDS,00048+3810A,,G,WDS,wds.dat,687383
J000446.92-095152.2:c1,WDS,00048-0952A,,K,WDS,wds.dat,687392
J000446.92-095152.2:c1,CCDM,00048-0952A,,K,CCDM,ccdm.dat,1893
J000447.77+291141.0:c1,WDS,00048+2912A,,D,WDS,wds.dat,1887
J000447.77+291141.0:c2,WDS,00048+2912B,,M,WDS,wds.dat,1888
J000448.59-344958.3:c1,WDS,00048-3450A,,G,WDS,wds.dat,1897
J000450.77+435815.3:c1,WDS,00048+4358A,,G,WDS,wds.dat,687372
J000450.77+435815.3:c1,CCDM,00048+4358A,,G,CCDM,ccdm.dat,1871
J000451.20-010422.8:c1,WDS,00049-0104A,,M,WDS,wds.dat,1943
J000451.96+300509.3:c1,WDS,00049+3005A,,F,WDS,wds.dat,1928
J000451.96+300509.3:c1A,WDS,00049+3005A,,F,WDS,wds.dat,687420
J000451.96+300509.3:c1A,CCDM,00049+3005A,,F,CCDM,ccdm.dat,1933
J000452.70-322921.1:c1,CCDM,00049-3229A,,G,CCDM,ccdm.dat,1969
J000452.70-322921.1:c1,WDS,00049-3230A,,K,WDS,wds.dat,687433
J000453.58-051558.3:c1,WDS,00049-0516A,,K,WDS,wds.dat,1948
J000453.58-051558.3:c2,WDS,00049-0516B,,M,WDS,wds.dat,1949
J000453.88+493851.6:c1,WDS,00049+4939A,,K,WDS,wds.dat,687406
J000454.99+583156.1:c1,WDS,00049+5832A,,B,WDS,wds.dat,687401
J000454.99+583156.1:c1,CCDM,00049+5832A,,B,CCDM,ccdm.dat,1908
J000455.99+263855.0:c1,CCDM,00049+2639A,,K,CCDM,ccdm.dat,1939
J000455.99+263855.0:c1,WDS,00049+2639A,,K,WDS,wds.dat,687427
J000456.91-181042.6:c1,WDS,00049-1811A,,G,WDS,wds.dat,1956
J000457.60+454025.8:c1,CCDM,00050+4540A,,F,CCDM,ccdm.dat,1924
J000457.60+454025.8:c1,WDS,00049+4540A,,F,WDS,wds.dat,687413
J000501.75+663100.1:c1,CCDM,00050+6631A,,F,CCDM,ccdm.dat,1981
J000501.75+663100.1:c1,WDS,00050+6631A,,F,WDS,wds.dat,687443
J000509.27+301944.3:c1,WDS,00052+3020A,,F,WDS,wds.dat,687478
J000509.27+301944.3:c1,CCDM,00052+3020A,,F,CCDM,ccdm.dat,2029
J000509.27+301944.3:c2,WDS,00052+3020B,,F,WDS,wds.dat,687481
J000509.31+242206.6:c1,WDS,00052+2422A,,G,WDS,wds.dat,2033
J000509.66-554741.8:c1,CCDM,00052-5548A,,G,CCDM,ccdm.dat,2054
J000509.66-554741.8:c1,WDS,00052-5548A,,G,WDS,wds.dat,687497
J000509.75+451344.5:c1,WDS,00052+4514A,,A,WDS,wds.dat,687468
J000509.75+451344.5:c1,CCDM,00052+4514A,,A,CCDM,ccdm.dat,687467
J000509.75+451344.5:c1,WDS,00052+4514A,,A,WDS,wds.dat,2011
J000514.15-454702.2:c1,CCDM,00052-4547A,,G,CCDM,ccdm.dat,2049
J000514.15-454702.2:c1,WDS,00052-4547A,,F,WDS,wds.dat,687490
J000515.20+824148.8:c1,WDS,00053+8241A,,F,WDS,wds.dat,687502
J000520.28-150327.6:c1,WDS,00053-1503A,,K,WDS,wds.dat,2077
J000524.18+161944.7:c1,CCDM,00054+1620A,,G,CCDM,ccdm.dat,2099
J000524.18+161944.7:c1,WDS,00054+1620A,,G,WDS,wds.dat,687532
J000524.18+161944.7:c2,CCDM,00054+1620B,,G,CCDM,ccdm.dat,2100
J000527.02+004052.8:c1,WDS,00055+0041A,,M,WDS,wds.dat,2171
J000527.85-183528.5:c1,WDS,00055-1835A,,G,WDS,wds.dat,687593
J000527.85-183528.5:c1,CCDM,00055-1835A,,G,CCDM,ccdm.dat,2181
J000529.14+340621.6:c1,WDS,00055+3406A,,F,WDS,wds.dat,687563
J000529.14+340621.6:c1,CCDM,00055+3406A,,F,CCDM,ccdm.dat,2144
J000529.14+340621.6:c1,WDS,00055+3406A,,F,J/A+A/546/A69,table2.dat,687563
J000529.14+340621.6:c1A,WDS,00055+3406A,,F,WDS,wds.dat,2149
J000529.14+340621.6:c1A,WDS,00055+3406A,,F,J/A+A/546/A69,table2.dat,2149
J000529.14+340621.6:c1A,CCDM,00055+3406A,,F,CCDM,ccdm.dat,687567
J000529.94+503116.3:c1,WDS,00055+5031A,,G,WDS,wds.dat,687551
J000529.94+503116.3:c1,CCDM,00055+5031A,,K,CCDM,ccdm.dat,2132
J000530.58+525048.2:c1,WDS,00055+5251A,,F,WDS,wds.dat,2127
J000533.69+423615.7:c1,WDS,00056+4236A,,F,WDS,wds.dat,687613
J000533.75+761709.3:c1,WDS,00056+7617A,,K,WDS,wds.dat,687599
J000533.75+761709.3:c1,CCDM,00055+7617A,,K,CCDM,ccdm.dat,2187
J000535.20-473408.2:c1,WDS,00056-4734A,,G,WDS,wds.dat,2219
J000535.82+292530.8:c1,WDS,00055+2926A,,G,WDS,wds.dat,2154
J000535.95+551610.8:c1,CCDM,00056+5516A,,A,CCDM,ccdm.dat,2198
J000535.95+551610.8:c1,WDS,00056+5516A,,A,WDS,wds.dat,687610
J000536.87-013955.7:c1,WDS,00056-0141A,,M,WDS,wds.dat,2211
J000536.87-013955.7:c2,WDS,00056-0141B,,M,WDS,wds.dat,2212
J000540.27+454844.8:c1,WDS,00057+4549A,,K,WDS,wds.dat,687618
J000540.27+454844.8:c1,WDS,00057+4549A,,K,WDS,wds.dat,2226
J000540.27+454844.8:c1,CCDM,00057+4548A,,K,CCDM,ccdm.dat,687628
J000540.27+454844.8:c1,WDS,00057+4549B,,M,WDS,wds.dat,687639
J000540.27+454844.8:c14,CCDM,00057+4548A,,K,CCDM,ccdm.dat,2262
J000540.27+454844.8:c15,CCDM,00057+4548B,,M,CCDM,ccdm.dat,2263
J000540.27+454844.8:c2,WDS,00057+4549B,,M,WDS,wds.dat,687635
J000540.27+454844.8:c2,WDS,00057+4549B,,M,WDS,wds.dat,2227
J000540.27+454844.8:c2,WDS,00057+4549B,,M,WDS,wds.dat,687621
J000540.27+454844.8:c6,WDS,00057+4549F,,M,WDS,wds.dat,687630
J000540.27+454844.8:c6,WDS,00057+4549F,,M,WDS,wds.dat,687645
J000540.27+454844.8:c6,CCDM,00057+4548F,,M,CCDM,ccdm.dat,687629
J000540.27+454844.8:c6,WDS,00057+4549F,,M,WDS,wds.dat,2239
J000540.84+180202.2:c1,WDS,00057+1802A,,K,WDS,wds.dat,2289
J000540.84+180202.2:c2,WDS,00057+1802B,,M,WDS,wds.dat,2290
J000543.98+423914.4:c1,WDS,00057+4239A,,F,WDS,wds.dat,687654
J000544.36+175024.3:c1,WDS,00057+1750A,,F,WDS,wds.dat,687663
J000544.36+175024.3:c1,CCDM,00057+1750A,,F,CCDM,ccdm.dat,2296
J000544.36+175024.3:c2,WDS,00057+1750B,,F,WDS,wds.dat,687666
J000545.39+291715.8:c1,WDS,00058+2917A,,G,WDS,wds.dat,2319
J000546.24-073410.2:c1,WDS,00058-0734A,,M,WDS,wds.dat,2328
J000546.24-073410.2:c2,WDS,00058-0734B,,M,WDS,wds.dat,2329
J000550.91-683304.9:c1,WDS,00058-6833A,,G,WDS,wds.dat,687683
J000550.91-683304.9:c1,CCDM,00058-6833A,,G,CCDM,ccdm.dat,2334
J000551.27+784418.7:c1,CCDM,00059+7844A,,G,CCDM,ccdm.dat,2340
J000551.27+784418.7:c1,WDS,00059+7844A,,G,WDS,wds.dat,687689
J000551.54+271933.0:c1,WDS,00059+2720A,,M,WDS,wds.dat,2361
J000551.54+271933.0:c2,WDS,00059+2720B,,M,WDS,wds.dat,2362
J000552.52+275424.5:c1,WDS,00059+2754A,,M,WDS,wds.dat,2356
J000554.84-142558.2:c1,WDS,00059-1426A,,G,WDS,wds.dat,687726
J000555.48+180432.9:c1,CCDM,00059+1805A,,K,CCDM,ccdm.dat,2368
J000555.48+180432.9:c1,WDS,00059+1805A,,F,WDS,wds.dat,687711
J000556.94-301940.3:c1,CCDM,00059-3020A,,F,CCDM,ccdm.dat,2392
J000556.94-301940.3:c1,WDS,00059-3020AB,,F,WDS,wds.dat,687729
J000556.94-301940.3:c1A,WDS,00059-3020A,,F,WDS,wds.dat,687732
J000556.94-301940.3:c1A,CCDM,00059-3020A,,F,CCDM,ccdm.dat,2396
J000556.94-301940.3:p1A-1B,WDS,00059-3020AB,,F,WDS,wds.dat,687730
J000557.15+493720.6:c1,CCDM,00060+4937A,,A,CCDM,ccdm.dat,2420
J000557.15+493720.6:c1,WDS,00060+4937A,,F,WDS,wds.dat,687754
J000557.48-203853.6:c1,CCDM,00060-2039A,,G,CCDM,ccdm.dat,2438
J000557.48-203853.6:c1,WDS,00060-2039A,,G,WDS,wds.dat,687770
J000558.31+733405.1:c1,WDS,00059+7335A,,F,WDS,wds.dat,687696
J000600.79+124910.8:c1,WDS,00060+1249A,,K,WDS,wds.dat,2431
J000601.40+605202.3:c1,WDS,00060+6052A,,B,WDS,wds.dat,687743
J000603.38+634047.7:c1,WDS,00061+6341A,,O,WDS,wds.dat,2443
J000604.25+402506.7:c1,CCDM,00061+4025A,,G,CCDM,ccdm.dat,2461
J000604.25+402506.7:c1,WDS,00061+4025A,,G,WDS,wds.dat,687789
J000608.04+094253.7:c1,WDS,00061+0943A,,F,WDS,wds.dat,687795
J000608.04+094253.7:c1,CCDM,00061+0943A,,F,CCDM,ccdm.dat,2471
J000609.18-290906.0:c1,CCDM,00062-2909A,,A,CCDM,ccdm.dat,2511
J000609.18-290906.0:c1,WDS,00062-2909A,,A,WDS,wds.dat,687821
J000609.30+234625.7:c1,WDS,00062+2346A,,G,WDS,wds.dat,687808
J000611.25+875321.9:c1,WDS,00062+8753A,,K,WDS,wds.dat,687801
J000611.25+875321.9:c1,CCDM,00062+8753A,,K,CCDM,ccdm.dat,2481
J000612.47+154649.8:c1,WDS,00062+1547A,,M,WDS,wds.dat,2500
J000613.14-015313.8:c1,CCDM,00062-0153A,,F,CCDM,ccdm.dat,2506
J000613.14-015313.8:c1,WDS,00062-0153A,,F,WDS,wds.dat,687816
J000614.81-641428.5:c1,CCDM,00062-6414A,,F,CCDM,ccdm.dat,4103
J000615.54+582612.1:c1,CCDM,00063+5826A,,G,CCDM,ccdm.dat,687833
J000615.54+582612.1:c1,WDS,00063+5826A,,G,WDS,wds.dat,687834
J000616.15+280300.7:c1,WDS,00063+2803A,,M,WDS,wds.dat,2537
J000616.84-641424.3:c1,WDS,00063-6414A,,F,WDS,wds.dat,2563
J000619.23-490430.8:c1,WDS,00063-4905A,,G,WDS,wds.dat,687854
J000619.23-490430.8:c1,CCDM,00063-4905A,,G,CCDM,ccdm.dat,2558
J000624.22+343624.9:c1,CCDM,00064+3436A,,F,CCDM,ccdm.dat,2597
J000624.22+343624.9:c1,WDS,00064+3436A,,F,WDS,wds.dat,687885
J000627.33-491054.0:c1,WDS,00065-4911A,,K,WDS,wds.dat,2655
J000631.77+124953.3:c1,WDS,00065+1250A,,K,WDS,wds.dat,2623
J000631.81+054931.4:c1,WDS,00065+0550A,,F,WDS,wds.dat,687904
J000632.74-001752.6:c1,WDS,00065-0018A,,M,WDS,wds.dat,2643
J000633.79-035543.5:c1,WDS,00066-0356A,,M,WDS,wds.dat,2723
J000633.79-035543.5:c2,WDS,00066-0356B,,M,WDS,wds.dat,2724
J000635.97+563052.8:c1,WDS,00066+5631A,,A,WDS,wds.dat,687928
J000635.97+563052.8:c1,CCDM,00066+5631A,,A,CCDM,ccdm.dat,2672
J000636.52+290119.0:c1,WDS,00066+2901A,,K,WDS,wds.dat,2705
J000636.52+290119.0:c1,WDS,00066+2901A,,K,WDS,wds.dat,687957
J000636.72-232414.8:c1,CCDM,00066-2324A,,G,CCDM,ccdm.dat,2735
J000636.72-232414.8:c1,WDS,00066-2324A,,F,WDS,wds.dat,687968
J000636.75+290117.6:c1,CCDM,00065+2900A,,K,CCDM,ccdm.dat,4107
J000639.22-070534.8:c1,WDS,00067-0706A,,M,WDS,wds.dat,2757
J000639.22-070534.8:c2,WDS,00067-0706B,,M,WDS,wds.dat,2758
J000641.04+082714.5:c1,WDS,00067+0827A,,M,WDS,wds.dat,2748
J000641.04+082714.5:c2,WDS,00067+0827B,,M,WDS,wds.dat,2749
J000644.41-005411.7:c1,WDS,00067-0054A,,M,WDS,wds.dat,2752
J000644.41-005411.7:c2,WDS,00067-0054B,,M,WDS,wds.dat,2753
J000645.44-210532.8:c1,WDS,00068-2106A,,G,WDS,wds.dat,688004
J000645.44-210532.8:c1,CCDM,00068-2106A,,G,CCDM,ccdm.dat,2795
J000647.21+542959.6:c1,CCDM,00068+5430A,,K,CCDM,ccdm.dat,2771
J000647.21+542959.6:c1,WDS,00068+5430A,,K,WDS,wds.dat,687980
J000647.46-085234.9:c1,WDS,00068-0853A,,M,WDS,wds.dat,2783
J000647.46-085234.9:c2,WDS,00068-0853B,,T,WDS,wds.dat,2784
J000649.45+042729.1:c1,WDS,00068+0427A,,F,WDS,wds.dat,687985
J000649.45+042729.1:c1,CCDM,00068+0427A,,F,CCDM,ccdm.dat,2778
J000649.59-405448.8:c1,WDS,00068-4055A,,K,WDS,wds.dat,688007
J000649.59-405448.8:c1,CCDM,00068-4055A,,G,CCDM,ccdm.dat,2804
J000655.05+662541.6:c1,CCDM,00069+6626A,,F,CCDM,ccdm.dat,2809
J000655.05+662541.6:c1,WDS,00069+6626A,,F,WDS,wds.dat,688010
J000655.73-303611.1:c1,WDS,00069-3036A,,F,WDS,wds.dat,688020
J000655.73-303611.1:c1,CCDM,00069-3036A,,G,CCDM,ccdm.dat,2833
J000658.01+030318.2:c1,WDS,00069+0303A,,G,WDS,wds.dat,2827
J000703.54+284543.2:c1,WDS,00071+2846A,,F,WDS,wds.dat,2871
J000703.54+284543.2:c2,WDS,00071+2846B,,M,WDS,wds.dat,2872
J000707.60-155100.6:c1,WDS,00071-1551A,,F,WDS,wds.dat,688047
J000707.60-155100.6:c1,CCDM,00071-1551A,,F,CCDM,ccdm.dat,2877
J000710.11+275159.7:c1,WDS,00072+2752A,,M,WDS,wds.dat,2899
J000710.11+275159.7:c2,WDS,00072+2752B,,M,WDS,wds.dat,2900
J000710.56+630923.9:c1,WDS,00071+6309A,,B,WDS,wds.dat,688031
J000715.29+052547.7:c1,WDS,00073+0526A,,G,WDS,wds.dat,2927
J000718.14+205754.2:c1,CCDM,00073+2058A,,G,CCDM,ccdm.dat,2914
J000718.14+205754.2:c1,WDS,00073+2058A,,G,WDS,wds.dat,688074
J000718.39+074212.8:c1,CCDM,00073+0742A,,F,CCDM,ccdm.dat,2921
J000718.39+074212.8:c1,WDS,00073+0742A,,F,WDS,wds.dat,688081
J000718.63+374034.9:c1,WDS,00073+3741A,,K,WDS,wds.dat,688070
J000720.50-023452.2:c1,WDS,00073-0235A,,D,WDS,wds.dat,2931
J000720.50-023452.2:c2,WDS,00073-0235B,,D,WDS,wds.dat,2932
J000722.88-110200.2:c1,CCDM,00074-1102A,,G,CCDM,ccdm.dat,2958
J000722.88-110200.2:c1,WDS,00074-1102A,,G,WDS,wds.dat,688110
J000724.84-772933.2:c1,CCDM,00075-7730A,,G,CCDM,ccdm.dat,2973
J000724.84-772933.2:c1,WDS,00074-7730A,,G,WDS,wds.dat,688117
J000725.16-051845.5:c1,WDS,00074-0519A,,M,WDS,wds.dat,2952
J000725.16-051845.5:c2,WDS,00074-0519B,,M,WDS,wds.dat,2953
J000726.00-112438.9:c1,WDS,00074-1125A,,M,WDS,wds.dat,2962
J000726.00-112438.9:c2,WDS,00074-1125B,,D,WDS,wds.dat,2963
J000728.11+202936.0:c1,CCDM,00075+2030A,,A,CCDM,ccdm.dat,2944
J000728.11+202936.0:c1,WDS,00074+2029A,,A,WDS,wds.dat,688102
J000734.86-603830.8:c1,CCDM,00076-6039A,,G,CCDM,ccdm.dat,3039
J000734.86-603830.8:c1,WDS,00076-6038A,,G,WDS,wds.dat,688167
J000735.29+314008.8:c1,CCDM,00076+3140A,,G,CCDM,ccdm.dat,3009
J000735.29+314008.8:c1,WDS,00076+3140A,,G,WDS,wds.dat,688151
J000735.72-043251.5:c1,CCDM,00076-0433A,,G,CCDM,ccdm.dat,3021
J000735.72-043251.5:c1,WDS,00076-0433A,,G,WDS,wds.dat,688159
J000737.39+524622.6:c1,CCDM,00076+5246A,,G,CCDM,ccdm.dat,2995
J000737.39+524622.6:c1,WDS,00076+5246A,,G,WDS,wds.dat,688140
J000737.98+400852.8:c1,CCDM,00076+4009A,,G,CCDM,ccdm.dat,3001
J000737.98+400852.8:c1,WDS,00076+4009A,,K,WDS,wds.dat,688146
J000738.60+760828.0:c1,GCVS,V734 Cep A,,A,B/gcvs,gcvs_cat.dat,4268
J000740.07-102026.7:c1,WDS,00077-1020A,,M,WDS,wds.dat,3067
J000740.07-102026.7:c2,WDS,00077-1020B,,M,WDS,wds.dat,3068
J000740.34+034813.2:c1,WDS,00077+0348A,,G,WDS,wds.dat,3062
J000740.99-561458.4:c1,WDS,00077-5615A,,M,WDS,wds.dat,688200
J000740.99-561458.4:c1,CCDM,00077-5615A,,M,CCDM,ccdm.dat,3086
J000743.14+371107.5:c1,CCDM,00077+3711A,,F,CCDM,ccdm.dat,3051
J000743.14+371107.5:c1,WDS,00077+3711A,,F,WDS,wds.dat,688179
J000746.47+632128.1:c1,WDS,00078+6321A,,F,WDS,wds.dat,688207
J000746.64+572243.8:c1,WDS,00078+5723A,,A,WDS,wds.dat,688216
J000746.64+572243.8:c1,CCDM,00078+5723A,,A,CCDM,ccdm.dat,3100
J000746.77-223032.0:c1,WDS,00078-2231A,,A,WDS,wds.dat,688226
J000746.77-223032.0:c1,CCDM,00078-2231A,,A,CCDM,ccdm.dat,3124
J000747.97-002242.9:c1,WDS,00078-0023A,,M,WDS,wds.dat,3119
J000747.97-002242.9:c2,WDS,00078-0023B,,M,WDS,wds.dat,3120
J000754.37+780759.0:c1,WDS,00079+7807A,,F,WDS,wds.dat,3130
J000755.51+144327.6:c1,WDS,00079+1443A,,D,WDS,wds.dat,3134
J000755.51+144327.6:c2,WDS,00079+1443B,,M,WDS,wds.dat,3135
J000755.68+004728.3:c1,WDS,00079+0047A,,A,WDS,wds.dat,688238
J000755.68+004728.3:c1,CCDM,00079+0047A,,A,CCDM,ccdm.dat,3144
J000758.71-141332.6:c1,CCDM,00080-1414A,,G,CCDM,ccdm.dat,3185
J000758.71-141332.6:c1,WDS,00080-1414A,,G,WDS,wds.dat,688257
J000801.35-313840.2:c1,WDS,00080-3139A,,F,WDS,wds.dat,3190
J000801.35-313840.2:c2,WDS,00080-3139B,,F,WDS,wds.dat,3191
J000801.77+312328.4:c1,CCDM,00081+3123A,,A,CCDM,ccdm.dat,3164
J000801.77+312328.4:c1,WDS,00080+3123A,,A,WDS,wds.dat,688246
J000801.77+312328.4:c2,CCDM,00081+3123B,,A,CCDM,ccdm.dat,3165
J000805.45+202841.4:c1,WDS,00081+2029A,,G,WDS,wds.dat,3208
J000805.45+202841.4:c2,WDS,00081+2029B,,M,WDS,wds.dat,3209
J000813.19+621726.6:c1,WDS,00082+6217A,,B,WDS,wds.dat,3219
J000813.27+591256.9:c1,CCDM,00082+5913A,,B,CCDM,ccdm.dat,3236
J000813.27+591256.9:c1,WDS,00082+5913A,,B,WDS,wds.dat,688292
J000814.37-451450.8:c1,WDS,00082-4515A,,G,WDS,wds.dat,3248
J000818.62-324204.6:c1,WDS,00083-3242A,,K,WDS,wds.dat,688317
J000818.62-324204.6:c1,CCDM,00083-3242A,,K,CCDM,ccdm.dat,3285
J000820.92-425636.0:c1,CCDM,00083-4257A,,G,CCDM,ccdm.dat,3333
J000820.92-425636.0:c1,WDS,00084-4257A,,K,WDS,wds.dat,688351
J000822.97+184309.1:c1,WDS,00084+1843A,,G,WDS,wds.dat,688342
J000822.97+184309.1:c1,CCDM,00084+1843A,,G,CCDM,ccdm.dat,3314
J000823.16+141921.0:c1,WDS,00084+1419A,,M,WDS,wds.dat,3318
J000823.16+290527.0:c1,WDS,00084+2905A,,B,WDS,wds.dat,688334
J000823.16+290527.0:c1,WDS,00084+2905A,,B,J/A+A/546/A69,table2.dat,688334
J000823.22-005628.4:c1,WDS,00084-0056A,,M,WDS,wds.dat,3326
J000826.04+415728.7:c1,WDS,00084+4157A,,A,WDS,wds.dat,688323
J000826.04+415728.7:c1,CCDM,00084+4157A,,A,CCDM,ccdm.dat,3291
J000828.17+044712.2:c1,WDS,00085+0447A,,K,WDS,wds.dat,688381
J000828.17+044712.2:c1,CCDM,00085+0447A,,K,CCDM,ccdm.dat,3366
J000828.39+345604.2:c1,WDS,00085+3456A,,F,J/A+A/546/A69,table2.dat,688376
J000828.39+345604.2:c1,WDS,00085+3456A,,F,WDS,wds.dat,688376
J000828.39+345604.2:c1,CCDM,00085+3456A,,F,CCDM,ccdm.dat,688375
J000832.53-075932.1:c1,WDS,00085-0800A,,M,WDS,wds.dat,3379
J000832.53-075932.1:c2,WDS,00085-0800B,,M,WDS,wds.dat,3380
J000832.90+400144.3:c1,WDS,00085+4002A,,F,WDS,wds.dat,688370
J000834.16+184947.2:c1,WDS,00085+1849A,,M,WDS,wds.dat,3361
J000834.16+184947.2:c2,WDS,00085+1849B,,M,WDS,wds.dat,3362
J000835.02+322830.0:c1,WDS,00086+3228A,,F,WDS,wds.dat,688400
J000840.36-045036.5:c1,CCDM,00087-0451A,,G,CCDM,ccdm.dat,3429
J000840.36-045036.5:c1,WDS,00087-0451A,,G,WDS,wds.dat,688417
J000843.99+500628.1:c1,WDS,00087+5006A,,F,WDS,wds.dat,688410
J000844.90-521941.5:c1,CCDM,00087-5220A,,F,CCDM,ccdm.dat,3445
J000844.90-521941.5:c1,WDS,00087-5220A,,F,WDS,wds.dat,688431
J000848.76+080118.5:c1,CCDM,00088+0801A,,F,CCDM,ccdm.dat,3481
J000848.76+080118.5:c1,WDS,00088+0801A,,F,WDS,wds.dat,688460
J000851.57+371255.5:c1,CCDM,00089+3713A,,A,CCDM,ccdm.dat,3504
J000851.57+371255.5:c1,WDS,00089+3713A,,A,WDS,wds.dat,688472
J000852.24+004132.9:c1,CCDM,00089+0042A,,K,CCDM,ccdm.dat,3533
J000852.24+004132.9:c1,WDS,00089+0042A,,K,WDS,wds.dat,688489
J000853.69+163354.6:c1,WDS,00089+1634A,,D,WDS,wds.dat,3521
J000853.69+163354.6:c2,WDS,00089+1634B,,D,WDS,wds.dat,3522
J000853.86-110703.8:c1,CCDM,00089-1107A,,A,CCDM,ccdm.dat,3538
J000853.86-110703.8:c1,WDS,00089-1107A,,A,WDS,wds.dat,688494
J000853.96+205027.4:c1,WDS,00089+2050A,,M,WDS,wds.dat,3517
J000854.48+403759.0:c1,WDS,00089+4038A,,K,WDS,wds.dat,688467
J000855.32-261325.1:c1,CCDM,00089-2613A,,K,CCDM,ccdm.dat,3544
J000855.32-261325.1:c1,WDS,00089-2613A,,K,WDS,wds.dat,688498
J000857.24+662723.9:c1,WDS,00089+6627A,,G,WDS,wds.dat,3492
J000859.18-211222.6:c1,WDS,00090-2112A,,K,WDS,wds.dat,688518
J000859.18-211222.6:c1,CCDM,00090-2112A,,K,CCDM,ccdm.dat,3571
J000902.35-540006.9:c1,WDS,00090-5400A,,G,WDS,wds.dat,688524
J000902.35-540006.9:c1,CCDM,00090-5400A,,G,CCDM,ccdm.dat,688523
J000902.44+273902.3:c1,WDS,00090+2738A,,M,WDS,wds.dat,688509
J000903.67+405034.3:c1,CCDM,00090+4051A,,G,CCDM,ccdm.dat,688559
J000903.67+405034.3:c1,WDS,00091+4051A,,K,WDS,wds.dat,3600
J000903.67+405034.3:c1A,CCDM,00090+4051A,,G,CCDM,ccdm.dat,3603
J000903.67+405034.3:c1A,WDS,00091+4051A,,K,WDS,wds.dat,688548
J000903.67+405034.3:c2,WDS,00091+4051C,,G,WDS,wds.dat,3605
J000903.67+405034.3:c2,WDS,00091+4051C,,G,WDS,wds.dat,688555
J000903.67+405034.3:c4,CCDM,00090+4051C,,G,CCDM,ccdm.dat,3612
J000904.51+150410.6:c1,WDS,00091+1504A,,M,WDS,wds.dat,3618
J000904.51+150410.6:c2,WDS,00091+1504B,,M,WDS,wds.dat,3619
J000906.15-570800.0:c1,WDS,00091-5708A,,G,WDS,wds.dat,3643
J000906.28-564829.7:c1,WDS,00091-5649A,,F,WDS,wds.dat,3637
J000906.78-500049.5:c1,CCDM,00091-5001A,,G,CCDM,ccdm.dat,3624
J000906.78-500049.5:c1,WDS,00091-5001A,,K,WDS,wds.dat,688565
J000908.55-501000.6:c1,WDS,00091-5010A,,B,WDS,wds.dat,688570
J000908.55-501000.6:c1,CCDM,00091-5010A,,B,CCDM,ccdm.dat,3629
J000908.80+593754.0:c1,WDS,00091+5938A,,K,WDS,wds.dat,688531
J000908.80+593754.0:c1,CCDM,00091+5938A,,K,CCDM,ccdm.dat,3585
J000908.80+593754.0:c2,CCDM,00091+5938B,,A,CCDM,ccdm.dat,3586
J000910.18+444318.1:c1,WDS,00092+4443A,,G,WDS,wds.dat,688601
J000910.18+444318.1:c1,CCDM,00092+4443A,,G,CCDM,ccdm.dat,3674
J000910.67+590859.2:c1,WDS,00092+5909A,,F,WDS,wds.dat,3647
J000910.73+590859.0:c1,CCDM,00092+5909A,,F,CCDM,ccdm.dat,4123
J000913.62+093645.5:c1,WDS,00092+0937A,,K,WDS,wds.dat,3684
J000915.75+251655.0:c1,WDS,00093+2517A,,G,WDS,wds.dat,688636
J000915.75+251655.0:c1,CCDM,00093+2517A,,G,CCDM,ccdm.dat,3723
J000919.83+794252.7:c1,WDS,00093+7943A,,A,J/A+A/546/A69,table2.dat,688619
