bsdb,id,e,q,period,a,parallax,i,notes
J003858.60+482658.0:p1-2,V719 Cas,,,0.62853,,,, | ref_idsys: GCVS | id: V719 Cas | catalogue: B/gcvs | filename: gcvs_cat.dat
J003902.40-765808.0:p1-2,AA Hyi,,,1.150286,,,, | ref_idsys: GCVS | id: AA Hyi | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J003919.71+305139.7:p1-2,548; 3627; 3092; 00393+3052AB,0.5,,19285.2,0.62,30.91,137.0, | ref_idsys: ADS; HD; HIP; WDS | id: 548; 3627; 3092; 00393+3052AB | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J003919.71+305139.7:p1-4,548; 3627; 3092,0.5,,19285.2,0.62,30.91,137.0, | ref_idsys: ADS; HD; HIP | id: 548; 3627; 3092 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J003919.71+305139.7:p1A-1B,548; 3627; 3092; 34,0.48666666666666664,,19357.908333333336,0.62,30.91,137.0, | ref_idsys: ADS; HD; HIP; SBC9 | id: 548; 3627; 3092; 34 | catalogue: J/A+A/546/A69; ORB6; SB9 | filename: table1.dat; orb6.dat; orbits.dat
J003926.06-684416.9:p1-2,3775,,,,,1.69,, | ref_idsys: HD | id: 3775 | catalogue: Hipparcos | filename: hip_main.dat
J003929.69+400500.0:p1-2,HU And,,,0.2857945,,,, | ref_idsys: GCVS | id: HU And | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J003935.46+364726.5:p1-2,3626,,,,,9.68,, | ref_idsys: HD | id: 3626 | catalogue: Hipparcos | filename: hip_main.dat
J003939.67-213445.0:p1-2,3693,,,,,8.2,, | ref_idsys: HD | id: 3693 | catalogue: Hipparcos | filename: hip_main.dat
J003955.52+212616.9:p1-2,3690,,,,,7.94,, | ref_idsys: HD | id: 3690 | catalogue: Hipparcos | filename: hip_main.dat
J003955.71+463315.7:p1A-1B,3040,0.359,,5556.0,,,, | ref_idsys: SBC9 | id: 3040 | catalogue: SB9 | filename: orbits.dat
J004002.04-385646.8:p1-2,3762,,,,,7.330000000000001,, | ref_idsys: HD | id: 3762 | catalogue: Hipparcos | filename: hip_main.dat
J004006.26+501415.5:p1A-1B,V523 Cas; 35,0.0,0.415,0.2336955225,,2.44,83.8, | ref_idsys: GCVS; SBC9 | id: V523 Cas; 35 | catalogue: V/119 ; B/gcvs; J/A+A/311/523; J/MNRAS/357/497; SB9 | filename: catalog.dat; gcvs_cat.dat; table1; table1.dat; orbits.dat
J004013.10+471521.0:p1-2,3700,,,,,4.08,, | ref_idsys: HD | id: 3700 | catalogue: Hipparcos | filename: hip_main.dat
J004029.04+362701.9:p1-2,3742,,,,,5.09,, | ref_idsys: HD | id: 3742 | catalogue: Hipparcos | filename: hip_main.dat
J004046.64-324602.5:p1-2,3846,,,,,1.11,, | ref_idsys: HD | id: 3846 | catalogue: Hipparcos | filename: hip_main.dat
J004047.53-071358.2:p1-2,3821,,,,,38.65,, | ref_idsys: HD | id: 3821 | catalogue: Hipparcos | filename: hip_main.dat
J004049.12-411224.6:p1-2,3850,,,,,0.85,, | ref_idsys: HD | id: 3850 | catalogue: Hipparcos | filename: hip_main.dat
J004050.70+852936.2:p1-2,3114,0.213,,20.292,,,, | ref_idsys: SBC9 | id: 3114 | catalogue: SB9 | filename: orbits.dat
J004054.67-403153.0:p1-2,3867,,,,,3.76,, | ref_idsys: HD | id: 3867 | catalogue: Hipparcos | filename: hip_main.dat
J004103.96-230855.5:p1-2,3864,,,,,1.74,, | ref_idsys: HD | id: 3864 | catalogue: Hipparcos | filename: hip_main.dat
J004115.74+851232.3:p1-2,3120,0.069,,32.197,,,, | ref_idsys: SBC9 | id: 3120 | catalogue: SB9 | filename: orbits.dat
J004135.98+243744.5:p1-2,3883; 3269; 00416+2438AB,0.5,,7765.215,0.126,7.889999999999999,33.4, | ref_idsys: HD; HIP; WDS | id: 3883; 3269; 00416+2438AB | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J004159.75-554655.1:p1-2,4001,,,,,10.33,, | ref_idsys: HD | id: 4001 | catalogue: Hipparcos | filename: hip_main.dat
J004203.89+503045.0:p1-2,36,0.4,,940.2,,,, | ref_idsys: SBC9 | id: 36 | catalogue: SB9 | filename: orbits.dat
J004211.97-225930.8:p1-2,3978,,,,,7.05,, | ref_idsys: HD | id: 3978 | catalogue: Hipparcos | filename: hip_main.dat
J004220.21+851402.4:p1-2,3123,0.5,,1001.0,,,, | ref_idsys: SBC9 | id: 3123 | catalogue: SB9 | filename: orbits.dat
J004222.47+851206.8:p1-2,3125,0.38,,441.0,,,, | ref_idsys: SBC9 | id: 3125 | catalogue: SB9 | filename: orbits.dat
J004223.17+040959.6:p1-2,588; 3972; 3326,0.834,,141172.7775,3.2960000000000003,16.5,75.3, | ref_idsys: ADS; HD; HIP | id: 588; 3972; 3326 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J004223.17+040959.6:p1-3,588; 3972; 3326,0.834,,141172.7775,3.2960000000000003,16.5,75.3, | ref_idsys: ADS; HD; HIP | id: 588; 3972; 3326 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J004223.17+040959.6:p1A-1B,588; 3972; 3326; 00424+0410AB,0.8340000000000001,,141172.7775,3.296,16.513076923076923,75.3, | ref_idsys: ADS; HD; HIP; WDS | id: 588; 3972; 3326; 00424+0410AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J004225.87+851107.0:p1-2,3126,0.785,,108.393,,,, | ref_idsys: SBC9 | id: 3126 | catalogue: SB9 | filename: orbits.dat
J004228.37-652804.9:p1-2,40,0.02,,4.8202,,,, | ref_idsys: SBC9 | id: 40 | catalogue: SB9 | filename: orbits.dat
J004228.96+273834.4:p1-2,2690,0.521,,39.5743,,,, | ref_idsys: SBC9 | id: 2690 | catalogue: SB9 | filename: orbits.dat
J004238.00+522014.0:p1-2,V486 Cas; 37,0.0,,5.543900000000001,,,, | ref_idsys: GCVS; SBC9 | id: V486 Cas; 37 | catalogue: B/gcvs; SB9 | filename: gcvs_cat.dat; orbits.dat
J004240.15+712158.3:p1-2,3891,,,,,3.18,, | ref_idsys: HD | id: 3891 | catalogue: Hipparcos | filename: hip_main.dat
J004240.39+851649.5:p1-2,3122,0.012,,11.4877,,,, | ref_idsys: SBC9 | id: 3122 | catalogue: SB9 | filename: orbits.dat
J004241.31-653629.5:p1-2,4125; 3351; 00427-6537AB,0.65,,71589.0,0.274,6.054615384615384,157.0, | ref_idsys: HD; HIP; WDS | id: 4125; 3351; 00427-6537AB | catalogue: ORB6; Hipparcos; J/A+A/546/A69 | filename: orb6.dat; hip_main.dat; table1.dat
J004242.86-382748.6:p1-2,4065,,,,,7.55,, | ref_idsys: HD | id: 4065 | catalogue: Hipparcos | filename: hip_main.dat
J004245.23+852714.6:p1-2,3121,0.14,,1194.0,,,, | ref_idsys: SBC9 | id: 3121 | catalogue: SB9 | filename: orbits.dat
J004247.92+124841.7:p1-2,3361,0.22600000000000003,,34563.6075,0.339,13.220000000000002,, | ref_idsys: HIP | id: 3361 | catalogue: J/A+A/546/A69 | filename: table1.dat
J004248.25+353255.6:p1-2,FF And; 38,0.0,,2.1703,,42.03,, | ref_idsys: GCVS; SBC9 | id: FF And; 38 | catalogue: J/MNRAS/349/1069; SB9 | filename: table1.dat; orbits.dat
J004248.36-441325.4:p1-2,3323,0.0,,0.12834,,,, | ref_idsys: SBC9 | id: 3323 | catalogue: SB9 | filename: orbits.dat
J004252.41+522555.0:p1-2,3983,,,,,2.08,, | ref_idsys: HD | id: 3983 | catalogue: Hipparcos | filename: hip_main.dat
J004253.19+204635.6:p1-2,597; 3373; 00429+2047AB,0.76,,58469.22,0.27,6.29,131.6, | ref_idsys: ADS; HIP; WDS | id: 597; 3373; 00429+2047AB | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J004253.68+574159.0:p1-2,236505,,,,,4.12,, | ref_idsys: HD | id: 236505 | catalogue: Hipparcos | filename: hip_main.dat
J004257.04-263740.0:p1-2,4073,,,,,2.62,, | ref_idsys: HD | id: 4073 | catalogue: Hipparcos | filename: hip_main.dat
J004301.82-035122.6:p1-2,4061,,,,,8.41,, | ref_idsys: HD | id: 4061 | catalogue: Hipparcos | filename: hip_main.dat
J004303.51+765924.7:p1-2,584; 3871; 00431+7659AB,0.6877241379310346,,213608.27586206896,1.128965517241379,0.0,108.3, | ref_idsys: ADS; HD; WDS | id: 584; 3871; 00431+7659AB | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J004304.98+851050.4:p1-2,3127,0.37,,1313.0,,,, | ref_idsys: SBC9 | id: 3127 | catalogue: SB9 | filename: orbits.dat
J004316.36+063410.9:p1-2,4078,,,,,0.66,, | ref_idsys: HD | id: 4078 | catalogue: Hipparcos | filename: hip_main.dat
J004317.23-325655.6:p1-2,4111,,,,,5.83,, | ref_idsys: HD | id: 4111 | catalogue: Hipparcos | filename: hip_main.dat
J004322.79+472618.4:p1-2,601; 00434+4726AB,0.6326818181818182,,555346.0227272727,1.96,0.0,121.3, | ref_idsys: ADS; WDS | id: 601; 00434+4726AB | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J004328.07+470128.3:p1-2,39,0.0,,1.9642,,,, | ref_idsys: SBC9 | id: 39 | catalogue: SB9 | filename: orbits.dat
J004331.30+623956.0:p1-2,BI Cas,,,11.86597,,,, | ref_idsys: GCVS | id: BI Cas | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J004337.69-475309.6:p1-2,4170,,,,,6.37,, | ref_idsys: HD | id: 4170 | catalogue: Hipparcos | filename: hip_main.dat
J004341.46+851317.2:p1-2,3124,0.09,,1168.0,,,, | ref_idsys: SBC9 | id: 3124 | catalogue: SB9 | filename: orbits.dat
J004341.92+851043.2:p1-2,3128,0.511,,4640.0,,,, | ref_idsys: SBC9 | id: 3128 | catalogue: SB9 | filename: orbits.dat
J004345.10+305620.0:p1-2,UU And,,0.308,1.4862980442857143,,1.0,90.0, | ref_idsys: GCVS | id: UU And | catalogue: II/150A; J/A+A/417/263; V/115; B/gcvs; CEV | filename: catalog.dat; table3.dat; table2.dat; gcvs_cat.dat
J004348.40+601210.0:p1-2,NZ Cas,,,2.7709960000000002,,,, | ref_idsys: GCVS | id: NZ Cas | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J004401.59+850906.5:p1-2,3185,0.433,,48.87,,,, | ref_idsys: SBC9 | id: 3185 | catalogue: SB9 | filename: orbits.dat
J004411.30+461408.0:p1-2,V355 And; 4134; 2701,0.01,,5.13612,,8.22,, | ref_idsys: GCVS; HD; SBC9 | id: V355 And; 4134; 2701 | catalogue: B/gcvs; Hipparcos; SB9 | filename: gcvs_cat.dat; hip_main.dat; orbits.dat
J004411.38+461408.1:p1-2,V355 And; 4134; 2700,0.0,,4.71838,,8.22,, | ref_idsys: GCVS; HD; SBC9 | id: V355 And; 4134; 2700 | catalogue: B/gcvs; Hipparcos; SB9 | filename: gcvs_cat.dat; hip_main.dat; orbits.dat
J004416.74+851720.0:p1-2,3134,0.37,,181.52,,,, | ref_idsys: SBC9 | id: 3134 | catalogue: SB9 | filename: orbits.dat
J004417.14+312258.4:p1A-1B,3041,0.5642,,25.06543,,,, | ref_idsys: SBC9 | id: 3041 | catalogue: SB9 | filename: orbits.dat
J004422.96+333705.0:p1-2,4163,,,,,4.59,, | ref_idsys: HD | id: 4163 | catalogue: Hipparcos | filename: hip_main.dat
J004429.80-350508.8:p1-2,4236,,,,,10.07,, | ref_idsys: HD | id: 4236 | catalogue: Hipparcos | filename: hip_main.dat
J004432.26-622952.3:p1-2,4294,,,,,11.89,, | ref_idsys: HD | id: 4294 | catalogue: Hipparcos | filename: hip_main.dat
J004436.23+852109.9:p1-2,3186,0.007,,8.8536,,,, | ref_idsys: SBC9 | id: 3186 | catalogue: SB9 | filename: orbits.dat
J004436.60+851423.0:p1-2,V767 Cep,,,1.35796,,,, | ref_idsys: GCVS | id: V767 Cep | catalogue: B/gcvs | filename: gcvs_cat.dat
J004437.18+404045.7:p1-2,42,0.0,,476.28499999999997,,,, | ref_idsys: SBC9 | id: 42 | catalogue: SB9 | filename: orbits.dat
J004443.06+851137.1:p1-2,3141,0.446,,110.81,,,, | ref_idsys: SBC9 | id: 3141 | catalogue: SB9 | filename: orbits.dat
J004443.51+481703.8:c1B,00447+4817AB,0.055,,1034.274930125,0.0122,,107.2, | ref_idsys: WDS | id: 00447+4817AB | catalogue: J/A+A/546/A69; ORB6 | filename: table2.dat; orb6.dat
J004443.51+481703.8:p1-2,622; 4180; 3504; 00447+4817AB,0.06416666666666666,,1034.0624417708334,0.0114,4.64,107.2, | ref_idsys: ADS; HD; HIP; WDS | id: 622; 4180; 3504; 00447+4817AB | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat; table2.dat
J004443.51+481703.8:p1A-1B,622; 4180; 3504; 43,0.06874999999999999,,1033.95619759375,0.011156521739130435,4.64,107.2, | ref_idsys: ADS; HD; HIP; SBC9 | id: 622; 4180; 3504; 43 | catalogue: J/A+A/546/A69; ORB6; SB9 | filename: table1.dat; orb6.dat; orbits.dat
J004445.03+851330.2:p1-2,3139,0.7,,1222.3,,,, | ref_idsys: SBC9 | id: 3139 | catalogue: SB9 | filename: orbits.dat
J004450.39+601832.6:p1-2,4173,,,,,3.13,, | ref_idsys: HD | id: 4173 | catalogue: Hipparcos | filename: hip_main.dat
J004450.39+601832.6:p1-6,4173,,,,,3.1300000000000003,, | ref_idsys: HD | id: 4173 | catalogue: Hipparcos | filename: hip_main.dat
J004452.07+851554.4:p1-2,3137,0.017,,8.0729,,,, | ref_idsys: SBC9 | id: 3137 | catalogue: SB9 | filename: orbits.dat
J004510.95+001511.8:p1A-1B,1488,0.5286,,11.43932,,,, | ref_idsys: SBC9 | id: 1488 | catalogue: SB9 | filename: orbits.dat
J004513.51+481703.8:p1-2,622; 4180; 3504,0.066,,1034.0199441,0.01124,4.64,107.2, | ref_idsys: ADS; HD; HIP | id: 622; 4180; 3504 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J004517.45+014044.1:p1A-1B,2172,0.464,,2037.0,,,, | ref_idsys: SBC9 | id: 2172 | catalogue: SB9 | filename: orbits.dat
J004518.27+851919.8:p1-2,3130,0.36,,3030.0,,,, | ref_idsys: SBC9 | id: 3130 | catalogue: SB9 | filename: orbits.dat
J004522.47+851238.2:p1-2,3187,0.487,,35.178,,,, | ref_idsys: SBC9 | id: 3187 | catalogue: SB9 | filename: orbits.dat
J004524.80+404812.0:p1-2,PU And,,,0.5685,,,, | ref_idsys: GCVS | id: PU And | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J004525.25+851038.0:p1-2,3142,0.312,,1029.0,,,, | ref_idsys: SBC9 | id: 3142 | catalogue: SB9 | filename: orbits.dat
J004528.20+473501.0:p1-2,V384 Cas,,,1.108175,,,, | ref_idsys: GCVS | id: V384 Cas | catalogue: B/gcvs | filename: gcvs_cat.dat
J004528.29+432402.3:p1-2,4267,,,,,5.87,, | ref_idsys: HD | id: 4267 | catalogue: Hipparcos | filename: hip_main.dat
J004528.29+432402.3:p1A-1B,4267,,,,,5.87,, | ref_idsys: HD | id: 4267 | catalogue: Hipparcos | filename: hip_main.dat
J004537.30+284500.0:p1-2,WX And,,,3.001117,,,, | ref_idsys: GCVS | id: WX And | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J004539.04+745917.0:p1A-1B,YZ Cas,,,4.4672175,,,88.295, | ref_idsys: GCVS | id: YZ Cas | catalogue: CEV; B/gcvs; Svechnikov84; Svechnikov99 | filename: catalog.dat; gcvs_cat.dat; table2.dat
J004540.43+851402.3:p1-2,3138,0.37,,48.27,,,, | ref_idsys: SBC9 | id: 3138 | catalogue: SB9 | filename: orbits.dat
J004541.71-162527.0:p1-2,4338,,,,,11.38,, | ref_idsys: HD | id: 4338 | catalogue: Hipparcos | filename: hip_main.dat
J004544.85+850418.2:p1-2,3182,0.38,,3080.0,,,, | ref_idsys: SBC9 | id: 3182 | catalogue: SB9 | filename: orbits.dat
J004548.25-415433.8:p1-2,4378,,,,,62.41,, | ref_idsys: HD | id: 4378 | catalogue: Hipparcos | filename: hip_main.dat
J004550.70-784917.0:p1-2,Y Hyi,,0.28,3.5359775,,,90.0, | ref_idsys: GCVS | id: Y Hyi | catalogue: V/115; J/A+A/417/263; B/gcvs; CEV | filename: table2.dat; table3.dat; gcvs_cat.dat; catalog.dat
J004550.87+545840.4:p1-2,4277,,,,,20.56,, | ref_idsys: HD | id: 4277 | catalogue: Hipparcos | filename: hip_main.dat
J004550.87+545840.4:p1-3,4277,,,,,20.56,, | ref_idsys: HD | id: 4277 | catalogue: Hipparcos | filename: hip_main.dat
J004551.06+851808.2:p1-2,3132,0.641,,344.01,,,, | ref_idsys: SBC9 | id: 3132 | catalogue: SB9 | filename: orbits.dat
J004552.70+630508.0:p1-2,CW Cas,,0.58,0.318837364,,7.0,73.7, | ref_idsys: GCVS | id: CW Cas | catalogue: II/150A; CEV; J/A+A/311/523; B/gcvs; V/119  | filename: catalog.dat; table1; gcvs_cat.dat
J004556.63+851729.6:p1-2,3133,0.269,,546.7,,,, | ref_idsys: SBC9 | id: 3133 | catalogue: SB9 | filename: orbits.dat
J004556.93+851223.3:p1-2,3140,0.675,,21.3407,,,, | ref_idsys: SBC9 | id: 3140 | catalogue: SB9 | filename: orbits.dat
J004557.30-304233.3:p1-2,4390,,,,,7.7,, | ref_idsys: HD | id: 4390 | catalogue: Hipparcos | filename: hip_main.dat
J004601.31+851817.8:p1-2,3131,0.63,,1365.0,,,, | ref_idsys: SBC9 | id: 3131 | catalogue: SB9 | filename: orbits.dat
J004603.22+851656.6:p1-2,3136,0.25,,1276.0,,,, | ref_idsys: SBC9 | id: 3136 | catalogue: SB9 | filename: orbits.dat
J004607.77-331706.0:p1-2,4417,,,,,3.04,, | ref_idsys: HD | id: 4417 | catalogue: Hipparcos | filename: hip_main.dat
J004611.05-221428.7:p1-2,4397; 3606; 00462-2214AB,0.2,,17532.0,0.195,9.940000000000001,138.5, | ref_idsys: HD; HIP; WDS | id: 4397; 3606; 00462-2214AB | catalogue: ORB6; Hipparcos; J/A+A/546/A69 | filename: orb6.dat; hip_main.dat; table1.dat
J004613.50+394608.0:p1-2,IL And,,,0.867595,,,, | ref_idsys: GCVS | id: IL And | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J004614.02+851056.0:p1-2,3188,0.232,,42.115,,,, | ref_idsys: SBC9 | id: 3188 | catalogue: SB9 | filename: orbits.dat
J004616.12-063358.4:p1-2,4393,,,,,7.07,, | ref_idsys: HD | id: 4393 | catalogue: Hipparcos | filename: hip_main.dat
J004619.65+852008.6:p1-2,3129,0.09,,1267.0,,,, | ref_idsys: SBC9 | id: 3129 | catalogue: SB9 | filename: orbits.dat
J004622.98+851713.4:p1-2,3135,0.21,,615.2,,,, | ref_idsys: SBC9 | id: 3135 | catalogue: SB9 | filename: orbits.dat
J004633.62+851434.3:p1-2,3150,0.18,,90.902,,,, | ref_idsys: SBC9 | id: 3150 | catalogue: SB9 | filename: orbits.dat
J004637.31+201245.3:p1-2,4421,,,,,4.18,, | ref_idsys: HD | id: 4421 | catalogue: Hipparcos | filename: hip_main.dat
J004639.20+852333.7:p1-2,3143,0.21,,1240.0,,,, | ref_idsys: SBC9 | id: 3143 | catalogue: SB9 | filename: orbits.dat
J004640.36-042536.4:p1-2,4449; 3645; 00467-0426AB,0.11,,1282.0000303571428,0.0212,34.77,86.0, | ref_idsys: HD; HIP; WDS | id: 4449; 3645; 00467-0426AB | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J004640.36-042536.4:p1A-1B,4449; 3645,0.11,,1282.0000354166666,0.0212,34.77,86.0, | ref_idsys: HD; HIP | id: 4449; 3645 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J004640.45+851440.3:p1-2,3149,0.29,,33.455,,,, | ref_idsys: SBC9 | id: 3149 | catalogue: SB9 | filename: orbits.dat
J004642.47-134540.4:p1-2,4468,,,,,4.19,, | ref_idsys: HD | id: 4468 | catalogue: Hipparcos | filename: hip_main.dat
J004643.09+851605.7:p1-2,3190,0.342,,30.086,,,, | ref_idsys: SBC9 | id: 3190 | catalogue: SB9 | filename: orbits.dat
J004644.58+851656.8:p1-2,3189,0.445,,38.644,,,, | ref_idsys: SBC9 | id: 3189 | catalogue: SB9 | filename: orbits.dat
J004646.76+852226.0:p1-2,3144,0.204,,66.311,,,, | ref_idsys: SBC9 | id: 3144 | catalogue: SB9 | filename: orbits.dat
J004646.80+393833.0:p1-2,IM And,,,0.2703885,,,, | ref_idsys: GCVS | id: IM And | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J004650.17+851541.2:p1-2,3148,0.32,,24.366,,,, | ref_idsys: SBC9 | id: 3148 | catalogue: SB9 | filename: orbits.dat
J004654.50+852144.0:p1-2,EP Cep,,,0.2897296333333333,,,74.9, | ref_idsys: GCVS | id: EP Cep | catalogue: CEV; V/119 ; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J004655.11+851014.9:p1-2,3193,0.012,,6.7432,,,, | ref_idsys: SBC9 | id: 3193 | catalogue: SB9 | filename: orbits.dat
J004656.67+433849.9:p1-2,3669; 00469+4339AB,0.73,,17079.09,0.229,15.460000000000003,118.7, | ref_idsys: HIP; WDS | id: 3669; 00469+4339AB | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J004656.67+433849.9:p3-4,3669,0.73,,17079.09,0.229,15.46,118.7, | ref_idsys: HIP | id: 3669 | catalogue: J/A+A/546/A69; ORB6 | filename: table1.dat; orb6.dat
J004700.82+231502.4:p1-2,650; 4463; 3673; 00470+2315AB,0.42380882352941174,,128412.33904411765,0.6230764705882352,8.3555,52.5, | ref_idsys: ADS; HD; HIP; WDS | id: 650; 4463; 3673; 00470+2315AB | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
J004701.10-011509.3:p1-2,4491,,,,,11.15,, | ref_idsys: HD | id: 4491 | catalogue: Hipparcos | filename: hip_main.dat
J004701.45+115825.8:p1-2,3110,0.39,,843.0,,,, | ref_idsys: SBC9 | id: 3110 | catalogue: SB9 | filename: orbits.dat
J004703.25+415753.2:p1-2,4444,,,,,5.65,, | ref_idsys: HD | id: 4444 | catalogue: Hipparcos | filename: hip_main.dat
J004704.94-724931.8:p1-2,4651,,,,,3.56,, | ref_idsys: HD | id: 4651 | catalogue: Hipparcos | filename: hip_main.dat
J004706.10+851430.9:p1-2,3151,0.05,,3.84731,,,, | ref_idsys: SBC9 | id: 3151 | catalogue: SB9 | filename: orbits.dat
J004707.80+602114.0:p1-2,V448 Cas,,,0.574085,,,, | ref_idsys: GCVS | id: V448 Cas | catalogue: B/gcvs | filename: gcvs_cat.dat
J004711.69+851331.5:p1-2,3191,0.121,,4.78303,,,, | ref_idsys: SBC9 | id: 3191 | catalogue: SB9 | filename: orbits.dat
J004713.32+851639.8:p1-2,3147,0.095,,1002.6,,,, | ref_idsys: SBC9 | id: 3147 | catalogue: SB9 | filename: orbits.dat
J004717.80+555843.1:p1-2,236526,,,,,2.45,, | ref_idsys: HD | id: 236526 | catalogue: Hipparcos | filename: hip_main.dat
J004720.34+241601.9:p1-2,4502; 3693,,,,,17.98,, | ref_idsys: HD; HIP | id: 4502; 3693 | catalogue: J/MNRAS/349/1069 | filename: table1.dat
J004720.34+241601.9:p1-3,4502; 3693,,,,,17.98,, | ref_idsys: HD; HIP | id: 4502; 3693 | catalogue: J/MNRAS/349/1069 | filename: table1.dat
J004720.34+241601.9:p1-5,4502; 3693,,,,,17.98,, | ref_idsys: HD; HIP | id: 4502; 3693 | catalogue: J/MNRAS/349/1069 | filename: table1.dat
J004720.34+241601.9:p1A-1B,zet And; 4502; 45,0.004333333333333333,,17.7690224,,17.98,, | ref_idsys: GCVS; HD; SBC9 | id: zet And; 4502; 45 | catalogue: CEV; B/gcvs; J/MNRAS/349/1069; SB9 | filename: catalog.dat; gcvs_cat.dat; table1.dat; orbits.dat
J004725.10+610147.0:p1-2,OQ Cas,,,0.7166979,,,, | ref_idsys: GCVS | id: OQ Cas | catalogue: B/gcvs; CEV | filename: gcvs_cat.dat; catalog.dat
J004733.89+851625.0:p1-2,EQ Cep,,,0.30690300000000004,,,, | ref_idsys: GCVS | id: EQ Cep | catalogue: CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J004736.14+143826.4:p1-2,2271,0.396,,20.7097,,,, | ref_idsys: SBC9 | id: 2271 | catalogue: SB9 | filename: orbits.dat
J004741.29-823028.3:p1-2,4946,,,,,13.96,, | ref_idsys: HD | id: 4946 | catalogue: Hipparcos | filename: hip_main.dat
J004746.05+745051.2:p1-2,44,0.41,,33.75,,,, | ref_idsys: SBC9 | id: 44 | catalogue: SB9 | filename: orbits.dat
J004746.11+851252.2:p1-2,3153,0.673,,263.92,,,, | ref_idsys: SBC9 | id: 3153 | catalogue: SB9 | filename: orbits.dat
J004750.87+851329.0:p1-2,3192,0.44,,550.4,,,, | ref_idsys: SBC9 | id: 3192 | catalogue: SB9 | filename: orbits.dat
J004759.03+512641.2:p1A-1B,4536,,,,,3.12,, | ref_idsys: HD | id: 4536 | catalogue: Hipparcos | filename: hip_main.dat
J004759.22+851132.2:p1-2,3177,0.171,,106.034,,,, | ref_idsys: SBC9 | id: 3177 | catalogue: SB9 | filename: orbits.dat
J004801.30+605142.0:p1-2,OR Cas,,0.74,1.2490396,,3.0,, | ref_idsys: GCVS | id: OR Cas | catalogue: II/150A; CEV; B/gcvs | filename: catalog.dat; gcvs_cat.dat
J004808.88+724027.9:p1-2,4440; 3750,0.774,,1705.95778715,0.01732,16.33,81.0, | ref_idsys: HD; HIP | id: 4440; 3750 | catalogue: ORB6; J/A+A/546/A69 | filename: orb6.dat; table1.dat
J004811.30+851351.3:p1-2,3152,0.15,,4010.0,,,, | ref_idsys: SBC9 | id: 3152 | catalogue: SB9 | filename: orbits.dat
J004811.69-434622.0:p1-2,4662,,,,,6.59,, | ref_idsys: HD | id: 4662 | catalogue: Hipparcos | filename: hip_main.dat
J004816.38+851646.1:p1-2,3146,0.01,,14.9222,,,, | ref_idsys: SBC9 | id: 3146 | catalogue: SB9 | filename: orbits.dat
J004844.78+184107.1:p1-2,673; 4655; 3795,0.5057142857142857,,54064.30499999999,0.6121428571428572,15.736,107.40000000000002, | ref_idsys: ADS; HD; HIP | id: 673; 4655; 3795 | catalogue: J/A+A/546/A69; ORB6; Hipparcos | filename: table1.dat; orb6.dat; hip_main.dat
